ItemCode,ucc,wgt,yearquarter,int_diary,year,quarter,ucc_int
SEGB01,640420,1,20042,D,2004,2,640420
SEGC01,650310,1,20042,I,2004,2,650310
SEGB09,650900,1,20042,D,2004,2,650900
SEEA01,660110,1,20042,I,2004,2,660110
SEEA01,660210,1,20042,I,2004,2,660210
SEEA09,660410,1,20042,I,2004,2,660410
SEEA09,660901,1,20042,I,2004,2,660901
SEEA09,660902,1,20042,I,2004,2,660902
SEEA09,660906,1,20042,I,2004,2,660906
SEEB01,670110,1,20042,I,2004,2,670110
SEEB02,670210,1,20042,I,2004,2,670210
SEEB03,670310,1,20042,I,2004,2,670310
SEEB04,670410,1,20042,I,2004,2,670410
SEEB04,670901,1,20042,I,2004,2,670901
SEEB09,670902,1,20042,I,2004,2,670902
SEGD01,680110,1,20042,I,2004,2,680110
SEGD02,680140,1,20042,I,2004,2,680140
SEGD05,680210,1,20042,I,2004,2,680210
SEGD05,680220,1,20042,I,2004,2,680220
SEGD02,680901,1,20042,I,2004,2,680901
SEGD05,680902,1,20042,I,2004,2,680902
SEGD09,680903,1,20042,D,2004,2,680903
SEEE01,690111,1,20042,I,2004,2,690111
SEEE01,690112,0.5,20042,I,2004,2,690112
SEEE02,690112,0.5,20042,I,2004,2,690112
SEEE09,690113,1,20042,I,2004,2,690113
SEEE03,690114,1,20042,I,2004,2,690114
SEEE01,690118,1,20042,I,2004,2,690118
SEEE04,690230,1,20042,I,2004,2,690230
SEHK02,690244,1,20042,I,2004,2,690244
SEHK02,690245,1,20042,I,2004,2,690245
SEFV05,800700,1,20042,I,2004,2,800700
SEHA01,800710,1,20042,I,2004,2,800710
SETA02,860100,1,20042,I,2004,2,860100
SETA02,860200,1,20042,I,2004,2,860200
SETA09,860301,1,20042,I,2004,2,860301
SERC01,860302,1,20042,I,2004,2,860302
SETA09,860500,1,20042,I,2004,2,860500
SERC01,860600,1,20042,I,2004,2,860600
SETA09,860800,1,20042,I,2004,2,860800
SEHC01,910104,1,20042,I,2004,2,910104
SEHC09,910105,1,20042,I,2004,2,910105
SEHC09,910106,1,20042,I,2004,2,910106
SEHC09,910107,1,20042,I,2004,2,910107
SETF01,950022,1,20042,I,2004,2,950022
SEFA01,010110,1,20043,D,2004,3,10110
SEFA01,010120,1,20043,D,2004,3,10120
SEFA02,010210,1,20043,D,2004,3,10210
SEFA03,010310,1,20043,D,2004,3,10310
SEFA03,010320,1,20043,D,2004,3,10320
SEFB01,020110,1,20043,D,2004,3,20110
SEFB01,020210,1,20043,D,2004,3,20210
SEFB02,020310,1,20043,D,2004,3,20310
SEFB03,020410,1,20043,D,2004,3,20410
SEFB03,020510,1,20043,D,2004,3,20510
SEFB04,020610,1,20043,D,2004,3,20610
SEFB04,020620,1,20043,D,2004,3,20620
SEFB04,020710,1,20043,D,2004,3,20710
SEFB04,020810,1,20043,D,2004,3,20810
SEFB04,020820,1,20043,D,2004,3,20820
SEFC01,030110,1,20043,D,2004,3,30110
SEFC02,030210,1,20043,D,2004,3,30210
SEFC02,030310,1,20043,D,2004,3,30310
SEFC02,030410,1,20043,D,2004,3,30410
SEFC03,030510,1,20043,D,2004,3,30510
SEFC03,030610,1,20043,D,2004,3,30610
SEFC03,030710,1,20043,D,2004,3,30710
SEFC04,030810,1,20043,D,2004,3,30810
SEFD01,040110,1,20043,D,2004,3,40110
SEFD03,040210,1,20043,D,2004,3,40210
SEFD02,040310,1,20043,D,2004,3,40310
SEFD04,040410,1,20043,D,2004,3,40410
SEFD01,040510,1,20043,D,2004,3,40510
SEFD02,040610,1,20043,D,2004,3,40610
SEFE01,050110,1,20043,D,2004,3,50110
SEFE01,050210,1,20043,D,2004,3,50210
SEFE01,050310,1,20043,D,2004,3,50310
SEFE01,050410,1,20043,D,2004,3,50410
SEFE01,050900,1,20043,D,2004,3,50900
SEFF01,060110,1,20043,D,2004,3,60110
SEFF01,060210,1,20043,D,2004,3,60210
SEFF02,060310,1,20043,D,2004,3,60310
SEFG02,070110,1,20043,D,2004,3,70110
SEFG01,070230,1,20043,D,2004,3,70230
SEFG02,070240,1,20043,D,2004,3,70240
SEFH01,080110,1,20043,D,2004,3,80110
SEFJ01,090110,1,20043,D,2004,3,90110
SEFJ04,090210,1,20043,D,2004,3,90210
SEFS01,100110,1,20043,D,2004,3,100110
SEFJ02,100210,1,20043,D,2004,3,100210
SEFJ03,100410,1,20043,D,2004,3,100410
SEFJ04,100510,1,20043,D,2004,3,100510
SEFK01,110110,1,20043,D,2004,3,110110
SEFK02,110210,1,20043,D,2004,3,110210
SEFK03,110310,1,20043,D,2004,3,110310
SEFK04,110410,1,20043,D,2004,3,110410
SEFK03,110510,1,20043,D,2004,3,110510
SEFL01,120110,1,20043,D,2004,3,120110
SEFL02,120210,1,20043,D,2004,3,120210
SEFL03,120310,1,20043,D,2004,3,120310
SEFL04,120410,1,20043,D,2004,3,120410
SEFN02,130110,1,20043,D,2004,3,130110
SEFM02,130121,1,20043,D,2004,3,130121
SEFN02,130122,1,20043,D,2004,3,130122
SEFN03,130211,1,20043,D,2004,3,130211
SEFN03,130212,1,20043,D,2004,3,130212
SEFM01,130310,1,20043,D,2004,3,130310
SEFM03,130320,1,20043,D,2004,3,130320
SEFM02,140110,1,20043,D,2004,3,140110
SEFM01,140210,1,20043,D,2004,3,140210
SEFM01,140220,1,20043,D,2004,3,140220
SEFM01,140230,1,20043,D,2004,3,140230
SEFM03,140310,1,20043,D,2004,3,140310
SEFM03,140320,1,20043,D,2004,3,140320
SEFM03,140330,1,20043,D,2004,3,140330
SEFM03,140340,1,20043,D,2004,3,140340
SEFN02,140410,1,20043,D,2004,3,140410
SEFN03,140420,1,20043,D,2004,3,140420
SEFR02,150110,1,20043,D,2004,3,150110
SEFR01,150211,1,20043,D,2004,3,150211
SEFR01,150212,1,20043,D,2004,3,150212
SEFR03,150310,1,20043,D,2004,3,150310
SEFS01,160110,1,20043,D,2004,3,160110
SEFS03,160211,1,20043,D,2004,3,160211
SEFS02,160212,1,20043,D,2004,3,160212
SEFJ04,160310,1,20043,D,2004,3,160310
SEFS03,160320,1,20043,D,2004,3,160320
SEFN01,170110,1,20043,D,2004,3,170110
SEFN01,170210,1,20043,D,2004,3,170210
SEFP01,170310,1,20043,D,2004,3,170310
SEFP01,170410,1,20043,D,2004,3,170410
SEFN03,170510,1,20043,D,2004,3,170510
SEFP02,170520,1,20043,D,2004,3,170520
SEFP02,170530,0.5,20043,D,2004,3,170530
SEFN03,170530,0.5,20043,D,2004,3,170530
SEFT01,180110,1,20043,D,2004,3,180110
SEFT02,180210,1,20043,D,2004,3,180210
SEFT02,180220,1,20043,D,2004,3,180220
SEFT03,180310,1,20043,D,2004,3,180310
SEFT03,180320,1,20043,D,2004,3,180320
SEFT04,180410,1,20043,D,2004,3,180410
SEFT04,180420,1,20043,D,2004,3,180420
SEFT04,180510,1,20043,D,2004,3,180510
SEFT04,180520,1,20043,D,2004,3,180520
SEFT06,180611,1,20043,D,2004,3,180611
SEFT06,180612,1,20043,D,2004,3,180612
SEFT05,180620,1,20043,D,2004,3,180620
SEFT06,180710,1,20043,D,2004,3,180710
SEMF02,180720,1,20043,D,2004,3,180720
SEFV02,190111,1,20043,D,2004,3,190111
SEFV01,190112,1,20043,D,2004,3,190112
SEFV04,190113,1,20043,D,2004,3,190113
SEFV03,190114,1,20043,D,2004,3,190114
SEFV02,190211,1,20043,D,2004,3,190211
SEFV01,190212,1,20043,D,2004,3,190212
SEFV04,190213,1,20043,D,2004,3,190213
SEFV03,190214,1,20043,D,2004,3,190214
SEFV02,190311,1,20043,D,2004,3,190311
SEFV01,190312,1,20043,D,2004,3,190312
SEFV04,190313,1,20043,D,2004,3,190313
SEFV03,190314,1,20043,D,2004,3,190314
SEFV02,190321,1,20043,D,2004,3,190321
SEFV01,190322,1,20043,D,2004,3,190322
SEFV04,190323,1,20043,D,2004,3,190323
SEFV03,190324,1,20043,D,2004,3,190324
SEFV05,190901,1,20043,I,2004,3,190901
SEFV05,190902,1,20043,I,2004,3,190902
SEFW01,200111,1,20043,D,2004,3,200111
SEFW01,200112,1,20043,D,2004,3,200112
SEFW02,200210,1,20043,D,2004,3,200210
SEFW03,200310,1,20043,D,2004,3,200310
SEFW02,200410,1,20043,D,2004,3,200410
SEFX01,200511,1,20043,D,2004,3,200511
SEFX01,200512,1,20043,D,2004,3,200512
SEFX01,200513,1,20043,D,2004,3,200513
SEFX01,200514,1,20043,D,2004,3,200514
SEFX01,200515,1,20043,D,2004,3,200515
SEFX01,200516,1,20043,D,2004,3,200516
SEFX01,200521,1,20043,D,2004,3,200521
SEFX01,200522,1,20043,D,2004,3,200522
SEFX01,200523,1,20043,D,2004,3,200523
SEFX01,200524,1,20043,D,2004,3,200524
SEFX01,200525,1,20043,D,2004,3,200525
SEFX01,200526,1,20043,D,2004,3,200526
SEFX01,200531,1,20043,D,2004,3,200531
SEFX01,200532,1,20043,D,2004,3,200532
SEFX01,200533,1,20043,D,2004,3,200533
SEFX01,200534,1,20043,D,2004,3,200534
SEFX01,200535,1,20043,D,2004,3,200535
SEFX01,200536,1,20043,D,2004,3,200536
SEHA01,210110,1,20043,I,2004,3,210110
SEHB02,210210,1,20043,I,2004,3,210210
SEHB01,210310,1,20043,I,2004,3,210310
SEHD01,220121,0,20043,I,2004,3,220121
SEHP04,230112,0,20043,I,2004,3,230112
SEHP04,230117,1,20043,I,2004,3,230117
SEHP04,230118,1,20043,I,2004,3,230118
SEHH01,230121,0,20043,I,2004,3,230121
SEHH01,230122,0,20043,I,2004,3,230122
SEHH01,230133,1,20043,I,2004,3,230133
SEHH01,230134,1,20043,I,2004,3,230134
SEHP04,230141,0,20043,I,2004,3,230141
SEHP04,230142,0,20043,I,2004,3,230142
SEHP04,230150,0,20043,I,2004,3,230150
SEHM01,240111,0,20043,I,2004,3,240111
SEHM01,240112,0,20043,I,2004,3,240112
SEHM01,240121,0,20043,I,2004,3,240121
SEHM01,240122,0,20043,I,2004,3,240122
SEHM09,240211,0,20043,I,2004,3,240211
SEHM09,240212,0,20043,I,2004,3,240212
SEHM09,240221,0,20043,I,2004,3,240221
SEHM09,240222,0,20043,I,2004,3,240222
SEHM09,240311,0,20043,I,2004,3,240311
SEHM09,240312,0,20043,I,2004,3,240312
SEHM09,240321,0,20043,I,2004,3,240321
SEHM09,240322,0,20043,I,2004,3,240322
SEHE01,250111,1,20043,I,2004,3,250111
SEHE01,250112,1,20043,I,2004,3,250112
SEHE01,250113,1,20043,I,2004,3,250113
SEHE01,250114,1,20043,I,2004,3,250114
SEHE02,250211,1,20043,I,2004,3,250211
SEHE02,250212,1,20043,I,2004,3,250212
SEHE02,250213,1,20043,I,2004,3,250213
SEHE02,250214,1,20043,I,2004,3,250214
SEHE02,250221,1,20043,I,2004,3,250221
SEHE02,250222,1,20043,I,2004,3,250222
SEHE02,250223,1,20043,I,2004,3,250223
SEHE02,250224,1,20043,I,2004,3,250224
SEHE02,250901,1,20043,I,2004,3,250901
SEHE02,250902,1,20043,I,2004,3,250902
SEHE02,250903,1,20043,I,2004,3,250903
SEHE02,250904,1,20043,I,2004,3,250904
SEHF01,260111,1,20043,I,2004,3,260111
SEHF01,260112,1,20043,I,2004,3,260112
SEHF01,260113,1,20043,I,2004,3,260113
SEHF01,260114,1,20043,I,2004,3,260114
SEHF02,260211,1,20043,I,2004,3,260211
SEHF02,260212,1,20043,I,2004,3,260212
SEHF02,260213,1,20043,I,2004,3,260213
SEHF02,260214,1,20043,I,2004,3,260214
SEED04,270101,1,20043,I,2004,3,270101
SEED03,270102,0.5,20043,I,2004,3,270102
SEEE04,270102,0.5,20043,I,2004,3,270102
SEHG01,270211,1,20043,I,2004,3,270211
SEHG01,270212,1,20043,I,2004,3,270212
SEHG01,270213,1,20043,I,2004,3,270213
SEHG01,270214,1,20043,I,2004,3,270214
SERA02,270310,1,20043,I,2004,3,270310
SEHG02,270411,1,20043,I,2004,3,270411
SEHG02,270412,1,20043,I,2004,3,270412
SEHG02,270413,1,20043,I,2004,3,270413
SEHG02,270414,1,20043,I,2004,3,270414
SEHP09,270901,1,20043,I,2004,3,270901
SEHP09,270902,1,20043,I,2004,3,270902
SEHH03,280110,1,20043,D,2004,3,280110
SEHH03,280120,1,20043,D,2004,3,280120
SEHH03,280130,1,20043,D,2004,3,280130
SEHH02,280210,1,20043,I,2004,3,280210
SEHJ02,280220,1,20043,D,2004,3,280220
SERE02,280230,1,20043,I,2004,3,280230
SEHH03,280900,1,20043,I,2004,3,280900
SEHJ01,290110,1,20043,I,2004,3,290110
SEHJ01,290120,1,20043,I,2004,3,290120
SEHJ02,290210,1,20043,I,2004,3,290210
SEHJ02,290310,1,20043,I,2004,3,290310
SEHJ02,290320,1,20043,I,2004,3,290320
SEHJ02,290410,1,20043,I,2004,3,290410
SEHJ03,290420,1,20043,I,2004,3,290420
SEHJ03,290430,1,20043,I,2004,3,290430
SEHJ03,290440,1,20043,I,2004,3,290440
SEHK01,300111,0,20043,I,2004,3,300111
SEHK01,300112,1,20043,I,2004,3,300112
SEHK01,300211,0,20043,I,2004,3,300211
SEHK01,300212,1,20043,I,2004,3,300212
SEHK01,300221,0,20043,I,2004,3,300221
SEHK01,300222,1,20043,I,2004,3,300222
SEHK01,300311,0,20043,I,2004,3,300311
SEHK01,300312,1,20043,I,2004,3,300312
SEHK01,300321,0,20043,I,2004,3,300321
SEHK01,300322,1,20043,I,2004,3,300322
SEHK09,300331,0,20043,I,2004,3,300331
SEHK09,300332,1,20043,I,2004,3,300332
SEHK02,300411,0,20043,I,2004,3,300411
SEHK02,300412,1,20043,I,2004,3,300412
SERA01,310110,1,20043,I,2004,3,310110
SERA01,310120,1,20043,I,2004,3,310120
SERA01,310130,1,20043,I,2004,3,310130
SERA03,310210,1,20043,I,2004,3,310210
SERA04,310220,1,20043,I,2004,3,310220
SERE01,310230,1,20043,I,2004,3,310230
SERA04,310241,1,20043,D,2004,3,310241
SERA04,310242,1,20043,D,2004,3,310242
SERA05,310311,1,20043,D,2004,3,310311
SERA05,310312,1,20043,D,2004,3,310312
SERA05,310320,1,20043,I,2004,3,310320
SERA05,310331,1,20043,D,2004,3,310331
SERA05,310332,1,20043,D,2004,3,310332
SERA03,310334,1,20043,I,2004,3,310334
SERA06,310341,1,20043,I,2004,3,310341
SERA06,310342,1,20043,I,2004,3,310342
SERA09,310900,1,20043,D,2004,3,310900
SEHH01,320111,1,20043,I,2004,3,320111
SEHH02,320120,1,20043,I,2004,3,320120
SEGE01,320130,1,20043,D,2004,3,320130
SEHN01,320140,1,20043,D,2004,3,320140
SEHM02,320150,1,20043,D,2004,3,320150
SEHL01,320210,1,20043,D,2004,3,320210
SEHL01,320220,1,20043,I,2004,3,320220
SEHL01,320231,1,20043,D,2004,3,320231
SEEE04,320232,1,20043,D,2004,3,320232
SEHL03,320310,1,20043,I,2004,3,320310
SEHL03,320320,1,20043,D,2004,3,320320
SEHL03,320330,1,20043,I,2004,3,320330
SEHL03,320340,1,20043,D,2004,3,320340
SEHL03,320350,1,20043,D,2004,3,320350
SEHL03,320360,1,20043,I,2004,3,320360
SEHL04,320370,1,20043,D,2004,3,320370
SEHL04,320380,1,20043,D,2004,3,320380
SEHM02,320410,1,20043,I,2004,3,320410
SEHM01,320420,1,20043,D,2004,3,320420
SEHM01,320430,1,20043,D,2004,3,320430
SEHK02,320511,1,20043,D,2004,3,320511
SERE02,320512,1,20043,I,2004,3,320512
SEHK02,320521,1,20043,I,2004,3,320521
SEHK02,320522,1,20043,I,2004,3,320522
SEHM01,320611,0,20043,I,2004,3,320611
SEHM01,320612,0,20043,I,2004,3,320612
SEHH01,320621,0,20043,I,2004,3,320621
SEHH01,320622,0,20043,I,2004,3,320622
SEHM09,320631,0,20043,I,2004,3,320631
SEHM09,320632,0,20043,I,2004,3,320632
SEHM09,320901,1,20043,I,2004,3,320901
SEHM01,320902,1,20043,I,2004,3,320902
SEHL02,320903,1,20043,I,2004,3,320903
SEHM09,320904,1,20043,D,2004,3,320904
SEHM09,320905,1,20043,D,2004,3,320905
SEHN01,330110,1,20043,D,2004,3,330110
SEHN01,330210,1,20043,D,2004,3,330210
SEHN02,330310,1,20043,D,2004,3,330310
SEGE01,330410,1,20043,D,2004,3,330410
SEHN03,330510,1,20043,D,2004,3,330510
SEHM02,330511,1,20043,I,2004,3,330511
SEHM02,330610,1,20043,D,2004,3,330610
SEEC01,340110,1,20043,D,2004,3,340110
SEEC02,340120,1,20043,D,2004,3,340120
SEEB03,340211,1,20043,I,2004,3,340211
SEEB03,340212,1,20043,I,2004,3,340212
SEHP01,340310,1,20043,I,2004,3,340310
SEHP02,340410,1,20043,I,2004,3,340410
SEHP09,340420,1,20043,I,2004,3,340420
SEHP03,340510,1,20043,I,2004,3,340510
SEGD03,340520,1,20043,I,2004,3,340520
SEGD03,340530,1,20043,I,2004,3,340530
SERA09,340610,1,20043,I,2004,3,340610
SEHP04,340620,1,20043,I,2004,3,340620
SEHP04,340630,1,20043,I,2004,3,340630
SEHM09,340901,1,20043,I,2004,3,340901
SERA09,340902,1,20043,I,2004,3,340902
SEHP09,340903,1,20043,I,2004,3,340903
SEHJ09,340904,1,20043,I,2004,3,340904
SERA09,340905,1,20043,I,2004,3,340905
SEMD03,340906,1,20043,I,2004,3,340906
SEHK09,340907,1,20043,I,2004,3,340907
SEEE09,340908,1,20043,I,2004,3,340908
SEMD02,340910,1,20043,I,2004,3,340910
SEHP09,340911,0,20043,I,2004,3,340911
SEHP09,340914,1,20043,I,2004,3,340914
SEHD01,350110,0,20043,I,2004,3,350110
SEAA01,360110,1,20043,I,2004,3,360110
SEAA01,360120,1,20043,I,2004,3,360120
SEAA01,360210,1,20043,D,2004,3,360210
SEAA02,360311,1,20043,D,2004,3,360311
SEAA02,360312,1,20043,D,2004,3,360312
SEAA02,360320,1,20043,I,2004,3,360320
SEAA02,360330,1,20043,D,2004,3,360330
SEAA03,360340,1,20043,I,2004,3,360340
SEAA02,360350,1,20043,D,2004,3,360350
SEAA03,360410,1,20043,D,2004,3,360410
SEAA04,360511,1,20043,D,2004,3,360511
SEAA04,360512,1,20043,D,2004,3,360512
SEAA09,360901,1,20043,I,2004,3,360901
SEAA09,360902,1,20043,I,2004,3,360902
SEAB01,370110,1,20043,I,2004,3,370110
SEAB01,370120,1,20043,I,2004,3,370120
SEAB01,370130,1,20043,D,2004,3,370130
SEAB01,370211,1,20043,D,2004,3,370211
SEAB01,370212,1,20043,D,2004,3,370212
SEAB01,370213,1,20043,D,2004,3,370213
SEAB01,370220,1,20043,D,2004,3,370220
SEAB01,370311,1,20043,I,2004,3,370311
SEAB01,370312,1,20043,I,2004,3,370312
SEAB01,370313,1,20043,I,2004,3,370313
SEAB09,370902,1,20043,I,2004,3,370902
SEAB09,370903,1,20043,I,2004,3,370903
SEAB01,370904,1,20043,I,2004,3,370904
SEAC01,380110,1,20043,D,2004,3,380110
SEAC02,380210,1,20043,D,2004,3,380210
SEAC03,380311,1,20043,I,2004,3,380311
SEAC03,380312,1,20043,D,2004,3,380312
SEAC03,380313,1,20043,D,2004,3,380313
SEAC03,380320,1,20043,D,2004,3,380320
SEAC03,380331,1,20043,D,2004,3,380331
SEAC03,380332,1,20043,D,2004,3,380332
SEAC04,380340,1,20043,D,2004,3,380340
SEAC04,380410,1,20043,D,2004,3,380410
SEAC04,380420,1,20043,D,2004,3,380420
SEAC04,380430,1,20043,D,2004,3,380430
SEAC03,380510,1,20043,I,2004,3,380510
SEAC04,380901,1,20043,D,2004,3,380901
SEAC09,380902,1,20043,I,2004,3,380902
SEAC09,380903,1,20043,I,2004,3,380903
SEAD01,390110,1,20043,I,2004,3,390110
SEAD01,390120,1,20043,D,2004,3,390120
SEAD01,390210,1,20043,D,2004,3,390210
SEAD01,390221,1,20043,I,2004,3,390221
SEAD01,390222,1,20043,I,2004,3,390222
SEAD01,390230,1,20043,D,2004,3,390230
SEAD01,390310,1,20043,I,2004,3,390310
SEAD01,390321,1,20043,D,2004,3,390321
SEAD01,390322,1,20043,D,2004,3,390322
SEAD09,390901,1,20043,I,2004,3,390901
SEAD09,390902,1,20043,I,2004,3,390902
SEAE01,400110,1,20043,D,2004,3,400110
SEAE02,400210,1,20043,D,2004,3,400210
SEAE02,400220,1,20043,D,2004,3,400220
SEAE03,400310,1,20043,D,2004,3,400310
SEAF01,410110,1,20043,I,2004,3,410110
SEAF01,410120,1,20043,I,2004,3,410120
SEAF01,410130,1,20043,D,2004,3,410130
SEAF01,410140,1,20043,I,2004,3,410140
SEAF01,410901,1,20043,D,2004,3,410901
SERE02,420110,1,20043,D,2004,3,420110
SERE02,420120,1,20043,D,2004,3,420120
SEAG01,430110,1,20043,I,2004,3,430110
SEAG02,430120,1,20043,I,2004,3,430120
SEGE01,430130,1,20043,I,2004,3,430130
SEGD04,440110,1,20043,I,2004,3,440110
SEGD03,440120,1,20043,I,2004,3,440120
SEGD04,440130,1,20043,I,2004,3,440130
SEGD04,440140,1,20043,I,2004,3,440140
SEGD04,440150,1,20043,I,2004,3,440150
SEGD03,440210,1,20043,I,2004,3,440210
SEGD03,440900,1,20043,I,2004,3,440900
SETA01,450110,1,20043,I,2004,3,450110
SETA01,450116,1,20043,I,2004,3,450116
SETA02,450116,-1,20043,I,2004,3,450116
SETA01,450210,1,20043,I,2004,3,450210
SETA01,450216,1,20043,I,2004,3,450216
SETA02,450216,-1,20043,I,2004,3,450216
SETA01,450220,1,20043,I,2004,3,450220
SETA09,450226,0.5,20043,I,2004,3,450226
SETA01,450226,0.5,20043,I,2004,3,450226
SETA03,450310,1,20043,I,2004,3,450310
SETA03,450313,1,20043,I,2004,3,450313
SETA03,450314,1,20043,I,2004,3,450314
SETA03,450410,1,20043,I,2004,3,450410
SETA03,450413,1,20043,I,2004,3,450413
SETA03,450414,1,20043,I,2004,3,450414
SETA09,450900,1,20043,I,2004,3,450900
SETA02,460110,1,20043,I,2004,3,460110
SETA02,460901,1,20043,I,2004,3,460901
SETA09,460902,1,20043,I,2004,3,460902
SETA09,460903,1,20043,I,2004,3,460903
SETB01,470111,1,20043,I,2004,3,470111
SETB02,470112,1,20043,I,2004,3,470112
SETB01,470113,1,20043,I,2004,3,470113
SETC02,470211,1,20043,I,2004,3,470211
SETC02,470212,1,20043,I,2004,3,470212
SETC02,470220,1,20043,I,2004,3,470220
SETC01,480110,1,20043,I,2004,3,480110
SETC02,480212,1,20043,D,2004,3,480212
SETC02,480213,1,20043,I,2004,3,480213
SETD02,480216,1,20043,I,2004,3,480216
SETD01,490110,1,20043,I,2004,3,490110
SETD03,490211,1,20043,I,2004,3,490211
SETD03,490212,1,20043,I,2004,3,490212
SETD03,490221,1,20043,I,2004,3,490221
SETD03,490231,1,20043,I,2004,3,490231
SETD03,490232,1,20043,I,2004,3,490232
SETD02,490311,1,20043,I,2004,3,490311
SETD02,490312,1,20043,I,2004,3,490312
SETD02,490313,1,20043,I,2004,3,490313
SETD02,490314,1,20043,I,2004,3,490314
SETD02,490318,1,20043,I,2004,3,490318
SETD03,490319,1,20043,I,2004,3,490319
SETD03,490411,1,20043,I,2004,3,490411
SETD03,490412,1,20043,I,2004,3,490412
SETD03,490413,1,20043,I,2004,3,490413
SETD02,490501,1,20043,I,2004,3,490501
SETD09,490900,1,20043,I,2004,3,490900
SETE01,500110,1,20043,I,2004,3,500110
SETF01,520111,1,20043,I,2004,3,520111
SETF01,520112,1,20043,I,2004,3,520112
SETF01,520310,1,20043,I,2004,3,520310
SETD02,520410,1,20043,I,2004,3,520410
SETA04,520511,1,20043,I,2004,3,520511
SETA04,520512,1,20043,I,2004,3,520512
SETA04,520521,1,20043,I,2004,3,520521
SETA04,520522,1,20043,I,2004,3,520522
SETF03,520531,1,20043,I,2004,3,520531
SETF03,520532,1,20043,I,2004,3,520532
SETF03,520541,1,20043,D,2004,3,520541
SETF03,520542,1,20043,I,2004,3,520542
SETD02,520550,1,20043,I,2004,3,520550
SETF03,520560,1,20043,I,2004,3,520560
SETF09,520901,1,20043,I,2004,3,520901
SETA09,520902,1,20043,I,2004,3,520902
SETA09,520903,1,20043,I,2004,3,520903
SETA09,520904,1,20043,I,2004,3,520904
SETA09,520905,1,20043,I,2004,3,520905
SETA09,520906,1,20043,I,2004,3,520906
SERC09,520907,1,20043,I,2004,3,520907
SETG01,530110,1,20043,I,2004,3,530110
SETG02,530210,1,20043,I,2004,3,530210
SETG03,530311,1,20043,I,2004,3,530311
SETG03,530312,1,20043,I,2004,3,530312
SETG03,530411,1,20043,I,2004,3,530411
SETG03,530412,1,20043,D,2004,3,530412
SETG02,530510,1,20043,I,2004,3,530510
SETG02,530901,1,20043,I,2004,3,530901
SETG09,530902,1,20043,I,2004,3,530902
SEMF01,540000,1,20043,I,2004,3,540000
SEMC03,550110,1,20043,I,2004,3,550110
SEMF02,550210,1,20043,D,2004,3,550210
SEMF02,550310,0.5,20043,D,2004,3,550310
SEMG01,550310,0.5,20043,D,2004,3,550310
SEMG01,550320,1,20043,I,2004,3,550320
SEMG01,550330,1,20043,I,2004,3,550330
SEMC04,550340,1,20043,I,2004,3,550340
SEMF02,550410,1,20043,D,2004,3,550410
SEMC01,560110,1,20043,I,2004,3,560110
SEMC02,560210,1,20043,I,2004,3,560210
SEMC03,560310,1,20043,I,2004,3,560310
SEMC04,560330,1,20043,I,2004,3,560330
SEMD03,560400,0.5,20043,I,2004,3,560400
SEMC04,560400,0.5,20043,I,2004,3,560400
SEMD01,570110,1,20043,I,2004,3,570110
SEMD01,570210,1,20043,I,2004,3,570210
SEMD02,570220,1,20043,I,2004,3,570220
SEMD01,570230,1,20043,I,2004,3,570230
SEMG09,570901,1,20043,I,2004,3,570901
SEMG09,570902,1,20043,D,2004,3,570902
SEMG09,570903,1,20043,I,2004,3,570903
SEMC04,580111,0.00971688982099295,20043,I,2004,3,580111
SEME,580111,0.117058590054512,20043,I,2004,3,580111
SEMD01,580111,0.333742767572403,20043,I,2004,3,580111
SEMD02,580111,0.0119193848222494,20043,I,2004,3,580111
SEMC02,580111,0.0586900115013123,20043,I,2004,3,580111
SEMC03,580111,0.0291506685316563,20043,I,2004,3,580111
SEMF01,580111,0.157931849360466,20043,I,2004,3,580111
